ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
14024501,JJ484031,2025-11-09 09:00:00,050XX W MONROE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1533,15,28.0,25.0,06,1142890.0,1899193.0,2025,11/17/2025 03:43:08 PM,41.879430968,-87.750795724,"(41.879430968, -87.750795724)"
14025074,JJ484488,2025-11-09 09:00:00,019XX E 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,333,3,5.0,43.0,08B,1190533.0,1858250.0,2025,11/17/2025 03:43:08 PM,41.766060565,-87.577183241,"(41.766060565, -87.577183241)"
14023825,JJ482962,2025-11-09 09:00:00,008XX W MADISON ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,1232,12,34.0,28.0,08B,1170594.0,1900243.0,2025,11/17/2025 03:43:08 PM,41.881751184,-87.649040364,"(41.881751184, -87.649040364)"
14024969,JJ484733,2025-11-09 09:00:00,060XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,811,8,23.0,56.0,14,1138206.0,1868299.0,2025,11/17/2025 03:43:08 PM,41.794739068,-87.768740531,"(41.794739068, -87.768740531)"
14023669,JJ482945,2025-11-09 08:50:00,010XX W LAKE ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1214,12,27.0,28.0,06,1169328.0,1901620.0,2025,11/17/2025 03:43:08 PM,41.885557376,-87.65364901,"(41.885557376, -87.65364901)"
14024571,JJ484080,2025-11-09 08:45:00,001XX N LONG AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1523,15,37.0,25.0,07,1140311.0,1900631.0,2025,11/17/2025 03:43:08 PM,41.883424669,-87.760230279,"(41.883424669, -87.760230279)"
14023740,JJ482988,2025-11-09 08:40:00,022XX S HAMLIN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,1013,10,22.0,30.0,08A,1151396.0,1888680.0,2025,11/17/2025 03:43:08 PM,41.850419405,-87.719838619,"(41.850419405, -87.719838619)"
14023703,JJ483026,2025-11-09 08:40:00,016XX N LOTUS AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE - YARD (FRONT / BACK),False,False,2532,25,37.0,25.0,26,1139816.0,1910466.0,2025,11/17/2025 03:43:08 PM,41.910422156,-87.7618074,"(41.910422156, -87.7618074)"
14023755,JJ482994,2025-11-09 08:40:00,058XX W EDDY ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False,1633,16,30.0,15.0,04B,1136816.0,1923011.0,2025,11/17/2025 03:43:08 PM,41.944901358,-87.772527007,"(41.944901358, -87.772527007)"
14023697,JJ482939,2025-11-09 08:36:00,049XX W IOWA ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1531,15,37.0,25.0,08A,1143278.0,1905528.0,2025,11/17/2025 03:43:08 PM,41.896807727,-87.749212689,"(41.896807727, -87.749212689)"
14023753,JJ482923,2025-11-09 08:22:00,057XX S MAY ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,True,712,7,16.0,68.0,05,1169630.0,1866818.0,2025,11/17/2025 03:43:08 PM,41.790050907,-87.653551445,"(41.790050907, -87.653551445)"
14023700,JJ482942,2025-11-09 08:20:00,055XX W QUINCY ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1522,15,29.0,25.0,08A,1139484.0,1898452.0,2025,11/17/2025 03:43:08 PM,41.877460325,-87.763320271,"(41.877460325, -87.763320271)"
14023818,JJ482930,2025-11-09 08:18:00,0000X W TERMINAL ST,1330,CRIMINAL TRESPASS,TO LAND,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,True,False,1655,16,41.0,76.0,26,1104700.0,1933741.0,2025,11/17/2025 03:43:08 PM,41.974861952,-87.890372151,"(41.974861952, -87.890372151)"
14023641,JJ482907,2025-11-09 08:11:00,035XX W VAN BUREN ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1133,11,28.0,27.0,08A,1152994.0,1897801.0,2025,11/17/2025 03:43:08 PM,41.875416985,-87.713732032,"(41.875416985, -87.713732032)"
14023651,JJ482910,2025-11-09 08:10:00,0000X N WALLER AVE,0330,ROBBERY,AGGRAVATED,STREET,False,False,1513,15,29.0,25.0,03,1138158.0,1899788.0,2025,11/17/2025 03:43:08 PM,41.881150549,-87.768156756,"(41.881150549, -87.768156756)"
14023653,JJ482924,2025-11-09 08:00:00,0000X W 71ST ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,731,7,6.0,69.0,26,1176970.0,1857910.0,2025,11/17/2025 03:43:08 PM,41.765444001,-87.626906181,"(41.765444001, -87.626906181)"
14023883,JJ483144,2025-11-09 08:00:00,058XX S MARYLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,HOSPITAL BUILDING / GROUNDS,False,False,235,2,5.0,41.0,04B,1182887.0,1866434.0,2025,11/17/2025 03:43:08 PM,41.788699253,-87.604954085,"(41.788699253, -87.604954085)"
14024052,JJ483192,2025-11-09 08:00:00,028XX W GLENLAKE AVE,0810,THEFT,OVER $500,APARTMENT,False,True,2413,24,50.0,2.0,06,1156126.0,1940373.0,2025,11/17/2025 03:43:08 PM,41.992175042,-87.701079777,"(41.992175042, -87.701079777)"
14024169,JJ483132,2025-11-09 08:00:00,019XX W 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,714,7,16.0,67.0,14,1164534.0,1862874.0,2025,11/17/2025 03:43:08 PM,41.779337114,-87.672348252,"(41.779337114, -87.672348252)"
14024207,JJ483587,2025-11-09 08:00:00,014XX W RANDOLPH ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1224,12,27.0,28.0,06,1166794.0,1901050.0,2025,11/17/2025 03:43:08 PM,41.88404795,-87.662970656,"(41.88404795, -87.662970656)"
14023695,JJ482900,2025-11-09 07:56:00,010XX W LAKE ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1214,12,27.0,28.0,06,1169328.0,1901620.0,2025,11/17/2025 03:43:08 PM,41.885557376,-87.65364901,"(41.885557376, -87.65364901)"
14023642,JJ482892,2025-11-09 07:39:00,010XX N LAMON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1531,15,37.0,25.0,08B,1143506.0,1906376.0,2025,11/17/2025 03:43:08 PM,41.899130473,-87.748354035,"(41.899130473, -87.748354035)"
14023734,JJ482965,2025-11-09 07:35:00,002XX E OHIO ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESTAURANT,False,False,1834,18,2.0,8.0,11,1177903.0,1904245.0,2025,11/17/2025 03:43:08 PM,41.892569818,-87.62208039,"(41.892569818, -87.62208039)"
14026683,JJ486763,2025-11-09 07:30:00,030XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,914,9,11.0,34.0,07,1175441.0,1884829.0,2025,11/17/2025 03:43:08 PM,41.839346674,-87.631705011,"(41.839346674, -87.631705011)"
14023682,JJ482876,2025-11-09 06:45:00,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422,24,49.0,1.0,06,1163126.0,1950347.0,2025,11/17/2025 03:43:08 PM,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
14024177,JJ483352,2025-11-09 06:38:00,031XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,915,9,11.0,60.0,06,1173138.0,1884124.0,2025,11/17/2025 03:43:08 PM,41.837463408,-87.640176784,"(41.837463408, -87.640176784)"
14023811,JJ482883,2025-11-09 06:32:00,054XX W SCHUBERT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2514,25,31.0,19.0,14,1139606.0,1917418.0,2025,11/17/2025 03:43:08 PM,41.929503047,-87.762408844,"(41.929503047, -87.762408844)"
14023665,JJ482921,2025-11-09 06:31:00,020XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1431,14,1.0,22.0,06,1159682.0,1913243.0,2025,11/17/2025 03:43:08 PM,41.917656022,-87.688750258,"(41.917656022, -87.688750258)"
14023613,JJ482888,2025-11-09 06:00:00,050XX S ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,933,9,20.0,61.0,14,1168845.0,1871322.0,2025,11/17/2025 03:43:08 PM,41.802427393,-87.656299749,"(41.802427393, -87.656299749)"
14024930,JJ484690,2025-11-09 06:00:00,034XX S WALLACE ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,False,915,9,11.0,60.0,26,1172859.0,1882102.0,2025,11/17/2025 03:43:08 PM,41.831921038,-87.641260328,"(41.831921038, -87.641260328)"
14027314,JJ487562,2025-11-09 06:00:00,003XX E ERIE ST,0810,THEFT,OVER $500,HOSPITAL BUILDING / GROUNDS,False,False,1834,18,2.0,8.0,06,1178747.0,1904857.0,2025,11/17/2025 03:43:08 PM,41.894229934,-87.618962047,"(41.894229934, -87.618962047)"
14024567,JJ484214,2025-11-09 06:00:00,069XX N KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2411,24,50.0,2.0,14,1153857.0,1945811.0,2025,11/17/2025 03:43:08 PM,42.007142825,-87.709280128,"(42.007142825, -87.709280128)"
14024215,JJ483620,2025-11-09 06:00:00,092XX S LAFLIN ST,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,True,2222,22,21.0,73.0,06,1167954.0,1843559.0,2025,11/17/2025 03:43:08 PM,41.726261285,-87.660364023,"(41.726261285, -87.660364023)"
14023707,JJ483014,2025-11-09 06:00:00,026XX S MILLARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1032,10,22.0,30.0,07,1152464.0,1886193.0,2025,11/17/2025 03:43:08 PM,41.843573769,-87.715984454,"(41.843573769, -87.715984454)"
14025153,JJ484837,2025-11-09 05:59:00,076XX S ASHLAND AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,611,6,17.0,71.0,26,1166999.0,1854155.0,2025,11/17/2025 03:43:08 PM,41.755358678,-87.663560189,"(41.755358678, -87.663560189)"
14023702,JJ483013,2025-11-09 05:50:00,029XX N OAK PARK AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2511,25,36.0,18.0,06,1130579.0,1918794.0,2025,11/17/2025 03:43:08 PM,41.933439107,-87.795549386,"(41.933439107, -87.795549386)"
14023777,JJ483114,2025-11-09 05:48:00,030XX W CULLERTON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,1022,10,24.0,30.0,11,1156118.0,1890221.0,2025,11/17/2025 03:43:08 PM,41.854554202,-87.702466381,"(41.854554202, -87.702466381)"
14023592,JJ482870,2025-11-09 05:40:00,040XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,921,9,12.0,58.0,08B,1156350.0,1877497.0,2025,11/17/2025 03:43:08 PM,41.819633346,-87.701958129,"(41.819633346, -87.701958129)"
14023814,JJ483124,2025-11-09 05:35:00,068XX W GEORGE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2511,25,36.0,18.0,14,1130491.0,1918524.0,2025,11/17/2025 03:43:08 PM,41.932699709,-87.795879008,"(41.932699709, -87.795879008)"
14023637,JJ482868,2025-11-09 05:30:00,021XX E 82ND ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,True,414,4,8.0,46.0,04B,1192045.0,1851027.0,2025,11/17/2025 03:43:08 PM,41.74620345,-87.571875657,"(41.74620345, -87.571875657)"
14023602,JJ482869,2025-11-09 05:30:00,070XX S CORNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,False,False,332,3,5.0,43.0,14,1188575.0,1858386.0,2025,11/17/2025 03:43:08 PM,41.766480771,-87.584355543,"(41.766480771, -87.584355543)"
14023624,JJ482875,2025-11-09 05:30:00,055XX S KIMBARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,235,2,5.0,41.0,07,1185607.0,1868594.0,2025,11/17/2025 03:43:08 PM,41.794562798,-87.594912923,"(41.794562798, -87.594912923)"
14024456,JJ482863,2025-11-09 05:25:00,044XX W 55TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,False,813,8,13.0,62.0,07,1147882.0,1867773.0,2025,11/17/2025 03:43:08 PM,41.793115777,-87.733271651,"(41.793115777, -87.733271651)"
14023581,JJ482861,2025-11-09 05:14:00,014XX W 95TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,COMMERCIAL / BUSINESS OFFICE,False,False,2213,22,21.0,73.0,15,1168415.0,1841741.0,2025,11/17/2025 03:43:08 PM,41.721262518,-87.658727525,"(41.721262518, -87.658727525)"
14026662,JJ486729,2025-11-09 05:09:00,028XX N MAJOR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,2514,25,30.0,19.0,14,1137891.0,1918214.0,2025,11/17/2025 03:43:08 PM,41.931718521,-87.768691811,"(41.931718521, -87.768691811)"
14023813,JJ483148,2025-11-09 05:00:00,026XX N MENARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE - COMMERCIAL,False,False,2514,25,30.0,19.0,14,1137269.0,1916996.0,2025,11/17/2025 03:43:08 PM,41.928387414,-87.771006954,"(41.928387414, -87.771006954)"
14023577,JJ482857,2025-11-09 04:50:00,003XX S KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA PARKING LOT / GARAGE / OTHER PROPERTY,False,False,1134,11,28.0,27.0,14,1155108.0,1897941.0,2025,11/17/2025 03:43:08 PM,41.87575902,-87.705966447,"(41.87575902, -87.705966447)"
14023601,JJ482856,2025-11-09 04:48:00,040XX W MADISON ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,1115,11,28.0,26.0,05,1149562.0,1899708.0,2025,11/17/2025 03:43:08 PM,41.880717301,-87.72628358,"(41.880717301, -87.72628358)"
14023589,JJ482859,2025-11-09 04:30:00,064XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2432,24,40.0,1.0,08B,1164357.0,1942729.0,2025,11/17/2025 03:43:08 PM,41.998469223,-87.670736531,"(41.998469223, -87.670736531)"
14024581,JJ483180,2025-11-09 04:30:00,061XX W NELSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2511,25,30.0,19.0,14,1134993.0,1919634.0,2025,11/17/2025 03:43:08 PM,41.935667038,-87.779307959,"(41.935667038, -87.779307959)"
14024579,JJ483177,2025-11-09 04:30:00,061XX W NELSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2511,25,30.0,19.0,14,1135020.0,1919634.0,2025,11/17/2025 03:43:08 PM,41.935666559,-87.77920873,"(41.935666559, -87.77920873)"
14023600,JJ482854,2025-11-09 04:29:00,031XX W WARREN BLVD,0650,BURGLARY,HOME INVASION,APARTMENT,True,True,1222,12,28.0,27.0,05,1155401.0,1900183.0,2025,11/24/2025 03:40:59 PM,41.881905413,-87.704830372,"(41.881905413, -87.704830372)"
14024611,JJ484118,2025-11-09 04:20:00,062XX S COTTAGE GROVE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,313,3,20.0,42.0,05,1182636.0,1863808.0,2025,11/17/2025 03:43:08 PM,41.781499104,-87.605955856,"(41.781499104, -87.605955856)"
14024239,JJ482840,2025-11-09 04:02:00,050XX S BLACKSTONE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,222,2,4.0,39.0,03,1186775.0,1871869.0,2025,11/17/2025 03:43:08 PM,41.803522029,-87.590526178,"(41.803522029, -87.590526178)"
14024535,JJ484106,2025-11-09 04:00:00,024XX W 70TH ST,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,832,8,16.0,66.0,06,1161167.0,1858167.0,2025,11/17/2025 03:43:08 PM,41.7664908,-87.684822222,"(41.7664908, -87.684822222)"
14025452,JJ485147,2025-11-09 04:00:00,037XX N BROADWAY,0810,THEFT,OVER $500,BAR OR TAVERN,False,False,1925,19,46.0,6.0,06,1170406.0,1925185.0,2025,11/17/2025 03:43:08 PM,41.950197458,-87.648999894,"(41.950197458, -87.648999894)"
14023559,JJ482847,2025-11-09 04:00:00,003XX N CLARK ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,1831,18,42.0,8.0,03,1175479.0,1902554.0,2025,11/17/2025 03:43:08 PM,41.887984415,-87.63103349,"(41.887984415, -87.63103349)"
14023788,JJ483066,2025-11-09 04:00:00,121XX S RACINE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,524,5,21.0,53.0,05,1170523.0,1824344.0,2025,11/17/2025 03:43:08 PM,41.673476802,-87.651510774,"(41.673476802, -87.651510774)"
14023586,JJ482829,2025-11-09 04:00:00,064XX S ROCKWELL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,False,True,825,8,16.0,66.0,11,1160144.0,1861936.0,2025,11/17/2025 03:43:08 PM,41.776854582,-87.688468342,"(41.776854582, -87.688468342)"
14023797,JJ483113,2025-11-09 04:00:00,073XX S SOUTH SHORE DR,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,334,3,7.0,43.0,06,1195179.0,1857404.0,2025,11/17/2025 03:43:08 PM,41.763625742,-87.560182233,"(41.763625742, -87.560182233)"
14023580,JJ482832,2025-11-09 03:50:00,063XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,825,8,16.0,66.0,14,1160792.0,1862611.0,2025,11/17/2025 03:43:08 PM,41.778693517,-87.686074156,"(41.778693517, -87.686074156)"
14023578,JJ482850,2025-11-09 03:50:00,063XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,825,8,16.0,66.0,14,1160792.0,1862611.0,2025,11/17/2025 03:43:08 PM,41.778693517,-87.686074156,"(41.778693517, -87.686074156)"
14023579,JJ482851,2025-11-09 03:50:00,063XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,825,8,16.0,66.0,14,1160793.0,1862605.0,2025,11/17/2025 03:43:08 PM,41.778677031,-87.686070655,"(41.778677031, -87.686070655)"
14023533,JJ482823,2025-11-09 03:48:00,0000X W DIVISION ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1824,18,2.0,8.0,08B,1175984.0,1908371.0,2025,11/17/2025 03:43:08 PM,41.9039352,-87.629003616,"(41.9039352, -87.629003616)"
14023561,JJ482833,2025-11-09 03:46:00,001XX W HUBBARD ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,False,False,1831,18,42.0,8.0,06,1175301.0,1903292.0,2025,11/17/2025 03:43:08 PM,41.890013524,-87.631664996,"(41.890013524, -87.631664996)"
14023564,JJ482834,2025-11-09 03:45:00,006XX E 62ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,313,3,20.0,42.0,14,1181754.0,1864047.0,2025,11/17/2025 03:43:08 PM,41.782175371,-87.609182059,"(41.782175371, -87.609182059)"
14023604,JJ482839,2025-11-09 03:45:00,079XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,624,6,8.0,44.0,08B,1183608.0,1852582.0,2025,11/17/2025 03:43:08 PM,41.750671255,-87.602741902,"(41.750671255, -87.602741902)"
14024848,JJ484486,2025-11-09 03:39:00,052XX N SHERIDAN RD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2023,20,48.0,77.0,05,1168697.0,1934885.0,2025,11/17/2025 03:43:08 PM,41.976851852,-87.654999693,"(41.976851852, -87.654999693)"
14024013,JJ483208,2025-11-09 03:30:00,065XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,725,7,16.0,67.0,14,1167793.0,1861285.0,2025,11/17/2025 03:43:08 PM,41.774907335,-87.660445972,"(41.774907335, -87.660445972)"
14023590,JJ482860,2025-11-09 03:30:00,031XX W WARREN BLVD,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,1222,12,28.0,27.0,04B,1155401.0,1900183.0,2025,11/17/2025 03:43:08 PM,41.881905413,-87.704830372,"(41.881905413, -87.704830372)"
14023573,JJ482810,2025-11-09 03:29:00,040XX W CHICAGO AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,False,False,1111,11,37.0,23.0,04B,1149484.0,1905044.0,2025,11/17/2025 03:43:08 PM,41.895361374,-87.726431415,"(41.895361374, -87.726431415)"
14024150,JJ483474,2025-11-09 03:25:00,002XX W GRAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,1831,18,42.0,8.0,11,1174477.0,1903856.0,2025,11/17/2025 03:43:08 PM,41.891579621,-87.634674198,"(41.891579621, -87.634674198)"
14023550,JJ482818,2025-11-09 03:23:00,012XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,False,False,131,1,34.0,33.0,26,1176963.0,1894862.0,2025,11/17/2025 03:43:08 PM,41.866843668,-87.625816668,"(41.866843668, -87.625816668)"
14023763,JJ483067,2025-11-09 03:20:00,084XX S DR MARTIN LUTHER KING JR DR,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,632,6,6.0,44.0,07,1180385.0,1849168.0,2025,11/17/2025 03:43:08 PM,41.741377344,-87.614656884,"(41.741377344, -87.614656884)"
14026043,JJ485901,2025-11-09 03:19:00,025XX N NARRAGANSETT AVE,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,STREET,True,False,2512,25,30.0,19.0,15,1133314.0,1916295.0,2025,11/17/2025 03:43:08 PM,41.926534044,-87.785556909,"(41.926534044, -87.785556909)"
14023629,JJ482808,2025-11-09 03:15:00,065XX W FULLERTON AVE,041A,BATTERY,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2512,25,36.0,19.0,04B,1132115.0,1915232.0,2025,11/17/2025 03:43:08 PM,41.923637978,-87.789987521,"(41.923637978, -87.789987521)"
14023513,JJ482807,2025-11-09 03:12:00,033XX N HALSTED ST,0850,THEFT,ATTEMPT THEFT,SIDEWALK,False,False,1924,19,44.0,6.0,06,1170328.0,1922587.0,2025,11/17/2025 03:43:08 PM,41.943070156,-87.64936282,"(41.943070156, -87.64936282)"
14023545,JJ482806,2025-11-09 03:04:00,014XX W LAKE ST,0560,ASSAULT,SIMPLE,BAR OR TAVERN,True,False,1224,12,27.0,28.0,08A,1166633.0,1901539.0,2025,11/17/2025 03:43:08 PM,41.885393253,-87.663547848,"(41.885393253, -87.663547848)"
14024259,JJ482812,2025-11-09 03:00:00,043XX S LANGLEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,221,2,4.0,38.0,07,1181656.0,1876327.0,2025,11/17/2025 03:43:08 PM,41.815875001,-87.609162058,"(41.815875001, -87.609162058)"
14024108,JJ483547,2025-11-09 03:00:00,005XX N ELIZABETH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1215,12,1.0,24.0,07,1167719.0,1903777.0,2025,11/17/2025 03:43:08 PM,41.891511157,-87.659495338,"(41.891511157, -87.659495338)"
14024151,JJ483472,2025-11-09 03:00:00,054XX S RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,934,9,16.0,61.0,14,1169251.0,1868664.0,2025,11/17/2025 03:43:08 PM,41.795124758,-87.654887713,"(41.795124758, -87.654887713)"
14026365,JJ486354,2025-11-09 03:00:00,0000X N WALLER AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1513,15,29.0,25.0,06,1138159.0,1899758.0,2025,11/17/2025 03:43:08 PM,41.881068207,-87.76815381,"(41.881068207, -87.76815381)"
14026243,JJ486156,2025-11-09 03:00:00,021XX W CULLERTON ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1234,12,25.0,31.0,06,1162515.0,1890389.0,2025,11/17/2025 03:43:08 PM,41.854883839,-87.678981997,"(41.854883839, -87.678981997)"
14024928,JJ484577,2025-11-09 03:00:00,031XX N CENTRAL AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,2514,25,31.0,19.0,08B,1138485.0,1920300.0,2025,11/17/2025 03:43:08 PM,41.937431969,-87.766458235,"(41.937431969, -87.766458235)"
14024749,JJ484465,2025-11-09 03:00:00,051XX W AUGUSTA BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1531,15,37.0,25.0,07,1141979.0,1906171.0,2025,11/17/2025 03:43:08 PM,41.898596364,-87.753967819,"(41.898596364, -87.753967819)"
14025239,JJ484790,2025-11-09 03:00:00,002XX E OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1834,18,2.0,8.0,07,1178051.0,1904249.0,2025,11/17/2025 03:43:08 PM,41.892577426,-87.621536731,"(41.892577426, -87.621536731)"
14024069,JJ483305,2025-11-09 03:00:00,029XX S DR MARTIN LUTHER KING JR DR,0810,THEFT,OVER $500,STREET,False,False,133,1,4.0,35.0,06,1179288.0,1885690.0,2025,11/17/2025 03:43:08 PM,41.841622217,-87.617562101,"(41.841622217, -87.617562101)"
14023591,JJ482852,2025-11-09 02:52:00,014XX E 87TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,False,False,412,4,8.0,45.0,14,1187544.0,1847588.0,2025,11/17/2025 03:43:08 PM,41.736874607,-87.588477131,"(41.736874607, -87.588477131)"
14023956,JJ483288,2025-11-09 02:45:00,032XX N PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1731,17,30.0,16.0,14,1149154.0,1921428.0,2025,11/17/2025 03:43:08 PM,41.940327009,-87.727218147,"(41.940327009, -87.727218147)"
14023529,JJ482787,2025-11-09 02:45:00,079XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,611,6,17.0,71.0,08B,1167051.0,1852166.0,2025,11/17/2025 03:43:08 PM,41.749899475,-87.663426378,"(41.749899475, -87.663426378)"
14023546,JJ482811,2025-11-09 02:45:00,028XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1412,14,35.0,21.0,08B,1153002.0,1918629.0,2025,11/17/2025 03:43:08 PM,41.932570804,-87.713149789,"(41.932570804, -87.713149789)"
14023674,JJ483007,2025-11-09 02:41:00,014XX W JARVIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,2422,24,49.0,1.0,14,1165309.0,1949150.0,2025,11/17/2025 03:43:08 PM,42.0160683,-87.667050609,"(42.0160683, -87.667050609)"
